"1","0.0000000021","0.0000000307"
"2","0.0000000032","0.0000000455"
"3","0.000000005","0.0000000673"
"4","0.0000000078","0.000000099"
"5","0.000000012","0.0000001452"
"6","0.0000000185","0.0000002121"
"7","0.0000000283","0.0000003087"
"8","0.0000000432","0.0000004476"
"9","0.0000000655","0.0000006464"
"10","0.000000099","0.0000009301"
"11","0.0000001489","0.0000013331"
"12","0.000000223","0.0000019036"
"13","0.0000003326","0.000002708"
"14","0.0000004938","0.0000038376"
"15","0.0000007301","0.000005418"
"16","0.0000010746","0.0000076201"
"17","0.000001575","0.0000106769"
"18","0.0000022984","0.0000149034"
"19","0.0000033396","0.0000207245"
"20","0.0000048317","0.0000287105"
"21","0.0000069602","0.000039624"
"22","0.0000099834","0.0000544802"
"23","0.0000142583","0.0000746245"
"24","0.0000202763","0.0001018328"
"25","0.0000287105","0.0001384395"
"26","0.0000404789","0.0001874989"
"27","0.0000568267","0.0002529912"
"28","0.0000794353","0.0003400803"
"29","0.000110564","0.0004554371"
"30","0.0001532337","0.0006076416"
"31","0.0002114643","0.000807682"
"32","0.0002905787","0.0010695686"
"33","0.0003975903","0.0014110871"
"34","0.0005416953","0.0018547167"
"35","0.0007348917","0.0024287437"
"36","0.000992756","0.0031686035"
"37","0.0013354097","0.0041184901"
"38","0.0017887159","0.005333275"
"39","0.002385751","0.0068807808"
"40","0.0031686035","0.008844459"
"41","0.0041905589","0.0113265263"
"42","0.0055187356","0.0144516117"
"43","0.0072372434","0.018370973"
"44","0.0094509445","0.0232673374"
"45","0.0122898971","0.0293604212"
"46","0.0159145714","0.0369131784"
"47","0.0205219239","0.0462388214"
"48","0.0263524193","0.0577086494"
"49","0.0336980823","0.0717607037"
"50","0.0429116534","0.0889092573"
"51","0.054416912","0.1097551201"
"52","0.0687202081","0.1349967223"
"53","0.0864232198","0.1654419041"
"54","0.1082369236","0.202020311"
"55","0.1349967223","0.2457962547"
"56","0.1676786288","0.2979818588"
"57","0.2074163517","0.3599502662"
"58","0.2555190642","0.4332486383"
"59","0.3134895706","0.519610631"
"60","0.3830425125","0.6209679859"
"61","0.4661221783","0.7394608312"
"62","0.5649194042","0.87744625"
"63","0.6818869782","1.0375046368"
"64","0.8197528869","1.2224433413"
"65","0.9815306854","1.4352970849"
"66","1.1705262181","1.6793246306"
"67","1.3903398908","1.9580012058"
"68","1.6448636784","2.2750062036"
"69","1.9382720708","2.6342057411"
"70","2.2750062036","3.0396297188"
"71","2.6597504928","3.4954431151"
"72","3.0974012066","4.0059113567"
"73","3.5930265514","4.575359733"
"74","4.1518180294","5.2081269663"
"75","4.779033041","5.9085132051"
"76","5.4799289454","6.6807228793"
"77","6.2596890652","7.5288030285"
"78","7.1233414017","8.456577891"
"79","8.0756711256","9.4675807142"
"80","9.1211281974","10.5649839086"
"81","10.2637317564","11.7515288106"
"82","11.5069731718","13.0294564464"
"83","12.8537198711","14.400440778"
"84","14.306122237","15.8655259759"
"85","15.8655259759","17.4250692833"
"86","17.5323924152","19.0786910132"
"87","19.3062291542","20.8252331575"
"88","21.1855333938","22.662727973"
"89","23.1677500804","24.5883777557"
"90","25.249246734","26.5985468151"
"91","27.4253064939","28.6887664255"
"92","29.6901405023","30.8537532636"
"93","32.0369202926","33.0874415462"
"94","34.4578303413","35.3830287756"
"95","36.9441404206","37.73303468"
"96","39.4862968568","40.1293726221"
"97","42.0740312833","42.5634324505"
"98","44.6964849916","45.0261734845"
"99","47.3423465534","47.5082260808"
"100","49.9999999782","49.9999999782"
"101","52.6576534466","52.4917739192"
"102","55.3035150084","54.9738265155"
"103","57.9259687167","57.4365675495"
"104","60.5137031432","59.8706273779"
"105","63.0558595794","62.26696532"
"106","65.5421696587","64.6169712244"
"107","67.9630797074","66.9125584538"
"108","70.3098594977","69.1462467364"
"109","72.5746935061","71.3112335745"
"110","74.750753266","73.4014531849"
"111","76.8322499196","75.4116222443"
"112","78.8144666062","77.337272027"
"113","80.6937708458","79.1747668425"
"114","82.4676075848","80.9213089868"
"115","84.1344740241","82.5749307167"
"116","85.693877763","84.1344740241"
"117","87.1462801289","85.599559222"
"118","88.4930268282","86.9705435536"
"119","89.7362682436","88.2484711894"
"120","90.8788718026","89.4350160914"
"121","91.9243288744","90.5324192858"
"122","92.8766585983","91.543422109"
"123","93.7403109348","92.4711969715"
"124","94.5200710546","93.3192771207"
"125","95.220966959","94.0914867949"
"126","95.8481819706","94.7918730337"
"127","96.4069734486","95.424640267"
"128","96.9025987934","95.9940886433"
"129","97.3402495072","96.5045568849"
"130","97.7249937964","96.9603702812"
"131","98.0617279292","97.3657942589"
"132","98.3551363216","97.7249937964"
"133","98.6096601092","98.0419987942"
"134","98.8294737819","98.3206753694"
"135","99.0184693146","98.5647029151"
"136","99.1802471131","98.7775566587"
"137","99.3181130218","98.9624953632"
"138","99.4350805958","99.12255375"
"139","99.5338778217","99.2605391688"
"140","99.6169574875","99.3790320141"
"141","99.6865104294","99.480389369"
"142","99.7444809358","99.5667513617"
"143","99.7925836483","99.6400497338"
"144","99.8323213712","99.7020181412"
"145","99.8650032777","99.7542037453"
"146","99.8917630764","99.797979689"
"147","99.9135767802","99.8345580959"
"148","99.9312797919","99.8650032777"
"149","99.945583088","99.8902448799"
"150","99.9570883466","99.9110907427"
"151","99.9663019177","99.9282392963"
"152","99.9736475807","99.9422913506"
"153","99.9794780761","99.9537611786"
"154","99.9840854286","99.9630868216"
"155","99.9877101029","99.9706395788"
"156","99.9905490555","99.9767326626"
"157","99.9927627566","99.981629027"
"158","99.9944812644","99.9855483883"
"159","99.9958094411","99.9886734737"
"160","99.9968313965","99.991155541"
"161","99.997614249","99.9931192192"
"162","99.9982112841","99.994666725"
"163","99.9986645903","99.9958815099"
"164","99.999007244","99.9968313965"
"165","99.9992651083","99.9975712563"
"166","99.9994583047","99.9981452833"
"167","99.9996024097","99.9985889129"
"168","99.9997094213","99.9989304314"
"169","99.9997885357","99.999192318"
"170","99.9998467663","99.9993923584"
"171","99.999889436","99.9995445629"
"172","99.9999205647","99.9996599197"
"173","99.9999431733","99.9997470088"
"174","99.9999595211","99.9998125011"
"175","99.9999712895","99.9998615605"
"176","99.9999797237","99.9998981672"
"177","99.9999857417","99.9999253755"
"178","99.9999900166","99.9999455198"
"179","99.9999930398","99.999960376"
"180","99.9999951684","99.9999712895"
"181","99.9999966604","99.9999792755"
"182","99.9999977016","99.9999850966"
"183","99.999998425","99.9999893231"
"184","99.9999989254","99.9999923799"
"185","99.9999992699","99.999994582"
"186","99.9999995062","99.9999961624"
"187","99.9999996674","99.999997292"
"188","99.999999777","99.9999980964"
"189","99.9999998511","99.9999986669"
"190","99.999999901","99.9999990699"
"191","99.9999999345","99.9999993536"
"192","99.9999999568","99.9999995524"
"193","99.9999999717","99.9999996913"
"194","99.9999999815","99.9999997879"
"195","99.999999988","99.9999998548"
"196","99.9999999922","99.999999901"
"197","99.999999995","99.9999999327"
"198","99.9999999968","99.9999999545"
"199","99.9999999979","99.9999999693"
"200","99.9999999987","99.9999999794"
"201","99.9999999992","99.9999999862"
"202","99.9999999995","99.9999999908"
